# Simulation 1 (Up to date)
# 1008 data points written for 16 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Lateral velocity (ft/s),Lateral acceleration (G),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
164.77,2269.6,-60.175,0.0018132,60.209,0.012281,7.1843,0.012147,3722280,0,239.65,NaN,NaN,NaN,NaN,NaN
165.27,2239.6,-60.146,0.0018234,60.182,0.015285,7.4284,0.015176,3723497,0,239.66,NaN,NaN,NaN,NaN,NaN
165.77,2209.5,-60.118,0.0017265,60.15,0.011277,7.6077,0.011144,3724321,0,239.63,NaN,NaN,NaN,NaN,NaN
166.27,2179.4,-60.091,0.0016727,60.118,0.0031365,7.6504,0.0026532,3725212,0,239.6,NaN,NaN,NaN,NaN,NaN
166.77,2149.4,-60.055,0.0022763,60.126,0.034229,7.101,0.034154,3728501,0,239.88,NaN,NaN,NaN,NaN,NaN
167.27,2119.4,-60.025,0.0018601,60.082,0.030411,6.6127,0.030354,3728603,0,239.75,NaN,NaN,NaN,NaN,NaN
167.77,2089.4,-60.001,0.0015004,60.035,0.018619,6.3141,0.018558,3728501,0,239.6,NaN,NaN,NaN,NaN,NaN
168.27,2059.4,-59.977,0.0014603,60.001,0.0046885,6.3858,0.0044552,3729229,0,239.55,NaN,NaN,NaN,NaN,NaN
168.77,2029.4,-59.95,0.0016978,59.984,0.014739,6.6213,0.014641,3730948,0,239.63,NaN,NaN,NaN,NaN,NaN
169.27,1999.4,-59.924,0.0015982,59.95,0.0024443,6.5915,0.0018494,3731648,0,239.59,NaN,NaN,NaN,NaN,NaN
169.77,1969.5,-59.896,0.0017566,59.93,0.014047,6.8158,0.013937,3733215,0,239.65,NaN,NaN,NaN,NaN,NaN
170.27,1939.5,-59.868,0.0017518,59.903,0.015493,7.0634,0.015394,3734330,0,239.65,NaN,NaN,NaN,NaN,NaN
170.77,1909.6,-59.838,0.0018251,59.881,0.0209,7.3983,0.02082,3735733,0,239.69,NaN,NaN,NaN,NaN,NaN
171.27,1879.7,-59.814,0.0015371,59.838,0.0016331,7.3895,5.5149e-4,3735861,0,239.57,NaN,NaN,NaN,NaN,NaN
171.77,1849.8,-59.781,0.0019946,59.836,0.0272,7.8258,0.027127,3738490,0,239.77,NaN,NaN,NaN,NaN,NaN
172.27,1819.9,-59.758,0.001476,59.782,0.0057753,7.9157,0.0055835,3737928,0,239.56,NaN,NaN,NaN,NaN,NaN
172.77,1790,-59.732,0.0016086,59.76,0.008807,7.7764,0.0086589,3739283,0,239.6,NaN,NaN,NaN,NaN,NaN
173.27,1760.2,-59.705,0.0016407,59.733,0.007901,7.652,0.0077288,3740401,0,239.61,NaN,NaN,NaN,NaN,NaN
173.77,1730.3,-59.679,0.0016491,59.706,0.0061724,7.5563,0.0059481,3741463,0,239.61,NaN,NaN,NaN,NaN,NaN
174.27,1700.5,-59.65,0.0018187,59.689,0.018865,7.2543,0.018777,3743139,0,239.68,NaN,NaN,NaN,NaN,NaN
174.77,1670.7,-59.62,0.0018662,59.668,0.024795,6.8565,0.024725,3744533,0,239.73,NaN,NaN,NaN,NaN,NaN
175.27,1640.9,-59.594,0.0015627,59.626,0.014393,7.0867,0.014308,3744664,0,239.61,NaN,NaN,NaN,NaN,NaN
175.77,1611.1,-59.568,0.0016288,59.601,0.015118,7.3285,0.01503,3745865,0,239.63,NaN,NaN,NaN,NaN,NaN
176.27,1581.3,-59.543,0.0015499,59.569,0.0062063,7.4252,0.0060096,3746591,0,239.59,NaN,NaN,NaN,NaN,NaN
176.77,1551.5,-59.516,0.0016899,59.549,0.014137,7.651,0.014036,3748061,0,239.64,NaN,NaN,NaN,NaN,NaN
177.27,1521.8,-59.49,0.0016199,59.519,0.0099816,7.8094,0.0098493,3748885,0,239.61,NaN,NaN,NaN,NaN,NaN
177.77,1492.1,-59.464,0.0015914,59.49,0.0035336,7.8602,0.0031549,3749796,0,239.6,NaN,NaN,NaN,NaN,NaN
178.27,1462.3,-59.437,0.0017019,59.47,0.013478,7.6451,0.01337,3751202,0,239.64,NaN,NaN,NaN,NaN,NaN
178.77,1432.6,-59.409,0.0017421,59.447,0.018184,7.3539,0.018101,3752461,0,239.67,NaN,NaN,NaN,NaN,NaN
179.27,1402.9,-59.383,0.0015957,59.413,0.012212,7.1591,0.012108,3753064,0,239.61,NaN,NaN,NaN,NaN,NaN
179.77,1373.2,-59.357,0.0016543,59.39,0.014657,7.3934,0.014564,3754288,0,239.64,NaN,NaN,NaN,NaN,NaN
180.27,1343.6,-59.33,0.0016434,59.363,0.015125,7.1515,0.015035,3755306,0,239.64,NaN,NaN,NaN,NaN,NaN
180.77,1313.9,-59.3,0.001885,59.352,0.027158,6.7157,0.027093,3757269,0,239.76,NaN,NaN,NaN,NaN,NaN
181.27,1284.3,-59.277,0.0014329,59.303,0.010111,6.8767,0.010009,3756877,0,239.57,NaN,NaN,NaN,NaN,NaN
181.77,1254.6,-59.246,0.0019182,59.303,0.029383,7.3484,0.02932,3759538,0,239.78,NaN,NaN,NaN,NaN,NaN
182.27,1225,-59.224,0.0013731,59.248,0.0091299,7.2032,0.0090261,3758821,0,239.56,NaN,NaN,NaN,NaN,NaN
182.77,1195.4,-59.195,0.0017892,59.24,0.023475,6.8267,0.023406,3761169,0,239.71,NaN,NaN,NaN,NaN,NaN
183.27,1165.8,-59.171,0.0014884,59.196,0.0050975,6.7482,0.0048753,3761251,0,239.58,NaN,NaN,NaN,NaN,NaN
183.77,1136.2,-59.145,0.0016311,59.173,0.0082033,6.8776,0.0080395,3762692,0,239.62,NaN,NaN,NaN,NaN,NaN
184.27,1106.7,-59.117,0.001764,59.153,0.015785,7.1299,0.015686,3764240,0,239.67,NaN,NaN,NaN,NaN,NaN
184.77,1077.1,-59.091,0.0016087,59.117,0.0031137,7.1728,0.0026659,3764839,0,239.61,NaN,NaN,NaN,NaN,NaN
185.27,1047.6,-59.064,0.0016665,59.092,0.0056436,7.086,0.0053919,3766086,0,239.63,NaN,NaN,NaN,NaN,NaN
185.77,1018.1,-59.037,0.0016692,59.064,0.0026594,7.0527,0.0020703,3767188,0,239.62,NaN,NaN,NaN,NaN,NaN
186.27,988.54,-59.008,0.0018187,59.045,0.017052,6.78,0.016955,3768846,0,239.69,NaN,NaN,NaN,NaN,NaN
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=186.27 seconds
186.77,959.05,-58.981,0.0016866,59.013,0.013083,6.5713,0.012974,3769602,0,239.65,NaN,NaN,NaN,NaN,NaN
186.78,958.53,-57.34,5.7649,58.984,5.7653,6.5922,0.073632,3770626,0,1620,NaN,NaN,NaN,NaN,NaN
186.79,958,-55.7,5.3939,57.343,5.3943,6.6121,0.065321,3665785,0,1531.1,NaN,NaN,NaN,NaN,NaN
186.8,957.44,-54.06,5.0335,55.703,5.0338,6.6307,0.057222,3560943,0,1444.8,NaN,NaN,NaN,NaN,NaN
186.81,956.86,-52.42,4.6835,54.062,4.6837,6.648,0.049335,3456101,0,1360.9,NaN,NaN,NaN,NaN,NaN
186.82,956.26,-50.779,4.3439,52.421,4.3441,6.6634,0.040649,3351253,0,1279.6,NaN,NaN,NaN,NaN,NaN
186.83,955.62,-49.139,4.0148,50.78,4.0149,6.6763,0.031604,3246404,0,1200.8,NaN,NaN,NaN,NaN,NaN
186.85,954.96,-47.498,3.6962,49.139,3.6962,6.6864,0.022797,3141558,0,1124.4,NaN,NaN,NaN,NaN,NaN
186.86,954.25,-45.858,3.388,47.499,3.388,6.6933,0.014222,3036715,0,1050.6,NaN,NaN,NaN,NaN,NaN
186.88,953.51,-44.218,3.0903,45.858,3.0904,6.7024,0.017107,2931902,0,979.34,NaN,NaN,NaN,NaN,NaN
186.89,952.72,-42.577,2.8031,44.219,2.8033,6.7173,0.025476,2827117,0,910.58,NaN,NaN,NaN,NaN,NaN
186.92,951.88,-40.937,2.5265,42.579,2.5267,6.7391,0.03366,2722357,0,844.33,NaN,NaN,NaN,NaN,NaN
186.94,950.97,-39.297,2.2602,40.94,2.2606,6.7682,0.040078,2617615,0,780.6,NaN,NaN,NaN,NaN,NaN
186.96,949.99,-37.657,2.0045,39.301,2.0051,6.8057,0.045822,2512899,0,719.38,NaN,NaN,NaN,NaN,NaN
186.99,948.93,-36.017,1.7593,37.663,1.7599,6.8511,0.048683,2408183,0,660.66,NaN,NaN,NaN,NaN,NaN
187.03,947.75,-34.377,1.5244,36.024,1.5252,6.9034,0.048688,2303450,0,604.43,NaN,NaN,NaN,NaN,NaN
187.06,946.44,-32.738,1.3001,34.385,1.301,6.9636,0.047693,2198721,0,550.71,NaN,NaN,NaN,NaN,NaN
187.11,944.94,-31.099,1.0862,32.746,1.0871,7.0317,0.045154,2093984,0,499.48,NaN,NaN,NaN,NaN,NaN
187.17,943.19,-29.46,0.88265,31.105,0.88343,7.1005,0.037078,1989146,0,450.7,NaN,NaN,NaN,NaN,NaN
187.24,941.07,-27.821,0.68948,29.463,0.68988,7.1565,0.023543,1884216,0,404.39,NaN,NaN,NaN,NaN,NaN
187.34,938.38,-26.189,0.50762,27.837,0.51021,7.3217,0.051362,1780318,0,361.01,NaN,NaN,NaN,NaN,NaN
187.49,934.58,-24.569,0.33648,26.21,0.34079,7.5819,0.054053,1676392,0,320.07,NaN,NaN,NaN,NaN,NaN
187.78,927.69,-22.931,0.17563,24.57,0.17587,7.6689,0.0093347,1571625,0,281.3,NaN,NaN,NaN,NaN,NaN
188.28,916.33,-22.538,0.024417,22.931,0.024572,7.6247,0.0027491,1467054,0,245.07,NaN,NaN,NaN,NaN,NaN
188.78,905.02,-22.699,-0.009995,22.538,0.010043,7.6405,9.8183e-4,1442337,0,236.83,NaN,NaN,NaN,NaN,NaN
189.28,893.69,-22.621,0.0048648,22.707,0.026813,8.0647,0.026368,1453549,0,240.48,NaN,NaN,NaN,NaN,NaN
189.78,882.37,-22.653,-0.001987,22.622,0.010461,7.8995,0.01027,1448528,0,238.76,NaN,NaN,NaN,NaN,NaN
190.28,871.05,-22.614,0.0024101,22.682,0.050813,7.0829,0.050756,1452773,0,240.11,NaN,NaN,NaN,NaN,NaN
190.78,859.74,-22.635,-0.0013153,22.628,0.035374,7.6516,0.03535,1449763,0,239.06,NaN,NaN,NaN,NaN,NaN
191.28,848.42,-22.629,3.4169e-4,22.636,0.011681,7.4638,0.011676,1450719,0,239.33,NaN,NaN,NaN,NaN,NaN
191.78,837.11,-22.617,7.4915e-4,22.643,0.035055,6.9,0.035047,1451573,0,239.55,NaN,NaN,NaN,NaN,NaN
192.28,825.8,-22.625,-4.4827e-4,22.62,0.016221,6.6391,0.016214,1450518,0,239.15,NaN,NaN,NaN,NaN,NaN
192.78,814.5,-22.598,0.0016612,22.653,0.050107,7.4448,0.05008,1453030,0,239.93,NaN,NaN,NaN,NaN,NaN
193.28,803.19,-22.624,-0.0016017,22.598,0.0018249,7.4307,8.7445e-4,1449909,0,238.85,NaN,NaN,NaN,NaN,NaN
193.78,791.88,-22.607,0.0010325,22.624,0.0045262,7.5016,0.0044069,1451992,0,239.48,NaN,NaN,NaN,NaN,NaN
194.28,780.58,-22.597,6.5037e-4,22.624,0.03875,6.8783,0.038744,1452412,0,239.56,NaN,NaN,NaN,NaN,NaN
194.78,769.28,-22.607,-6.6415e-4,22.597,0.0048481,6.8011,0.0048024,1451085,0,239.07,NaN,NaN,NaN,NaN,NaN
195.28,757.98,-22.596,7.282e-4,22.61,0.015031,6.5595,0.015014,1452332,0,239.43,NaN,NaN,NaN,NaN,NaN
195.78,746.68,-22.597,-6.6897e-5,22.596,0.0031682,6.6105,0.0031674,1451839,0,239.22,NaN,NaN,NaN,NaN,NaN
196.28,735.39,-22.59,4.0631e-4,22.597,0.0083719,6.745,0.0083621,1452366,0,239.34,NaN,NaN,NaN,NaN,NaN
196.78,724.09,-22.587,1.7099e-4,22.591,0.0077523,6.8697,0.0077504,1452353,0,239.28,NaN,NaN,NaN,NaN,NaN
197.28,712.8,-22.578,5.8595e-4,22.595,0.026219,6.448,0.026212,1453041,0,239.45,NaN,NaN,NaN,NaN,NaN
197.78,701.51,-22.579,-5.1549e-5,22.582,0.019543,6.7624,0.019543,1452632,0,239.27,NaN,NaN,NaN,NaN,NaN
198.28,690.22,-22.574,3.0482e-4,22.582,0.016084,6.5037,0.016081,1453004,0,239.34,NaN,NaN,NaN,NaN,NaN
198.78,678.94,-22.563,6.8654e-4,22.587,0.034533,7.0591,0.034526,1453785,0,239.54,NaN,NaN,NaN,NaN,NaN
199.28,667.66,-22.568,-3.0573e-4,22.568,0.021787,6.7087,0.021785,1452959,0,239.22,NaN,NaN,NaN,NaN,NaN
199.78,656.37,-22.562,3.7543e-4,22.571,0.016484,6.9738,0.01648,1453544,0,239.36,NaN,NaN,NaN,NaN,NaN
200.28,645.09,-22.559,1.8675e-4,22.565,0.016456,7.2385,0.016455,1453566,0,239.31,NaN,NaN,NaN,NaN,NaN
200.78,633.82,-22.556,1.5648e-4,22.559,0.0071754,7.3539,0.0071737,1453624,0,239.28,NaN,NaN,NaN,NaN,NaN
201.28,622.54,-22.552,2.7014e-4,22.557,0.0058277,7.4476,0.0058214,1453860,0,239.3,NaN,NaN,NaN,NaN,NaN
201.78,611.26,-22.543,5.7034e-4,22.56,0.02682,7.0162,0.026814,1454485,0,239.46,NaN,NaN,NaN,NaN,NaN
202.28,599.99,-22.542,1.8581e-5,22.549,0.023388,7.3925,0.023388,1454185,0,239.3,NaN,NaN,NaN,NaN,NaN
202.78,588.72,-22.541,7.4316e-5,22.543,0.0050035,7.312,0.005003,1454193,0,239.25,NaN,NaN,NaN,NaN,NaN
203.28,577.45,-22.536,3.0066e-4,22.541,0.0010021,7.3274,9.5596e-4,1454509,0,239.31,NaN,NaN,NaN,NaN,NaN
203.78,566.19,-22.526,6.1019e-4,22.545,0.028188,6.874,0.028181,1455181,0,239.48,NaN,NaN,NaN,NaN,NaN
204.28,554.93,-22.522,2.8893e-4,22.54,0.034777,6.3146,0.034776,1455258,0,239.45,NaN,NaN,NaN,NaN,NaN
204.78,543.67,-22.511,6.7821e-4,22.546,0.046042,7.0552,0.046037,1456037,0,239.65,NaN,NaN,NaN,NaN,NaN
205.28,532.41,-22.507,2.3991e-4,22.539,0.049863,7.8573,0.049863,1456010,0,239.59,NaN,NaN,NaN,NaN,NaN
205.78,521.16,-22.512,-3.3112e-4,22.522,0.036725,7.2665,0.036723,1455332,0,239.32,NaN,NaN,NaN,NaN,NaN
206.28,509.9,-22.51,1.3282e-4,22.52,0.025325,7.6739,0.025324,1455576,0,239.35,NaN,NaN,NaN,NaN,NaN
206.78,498.65,-22.511,-3.1105e-5,22.51,0.0029648,7.7216,0.0029647,1455383,0,239.23,NaN,NaN,NaN,NaN,NaN
207.28,487.39,-22.503,4.9035e-4,22.514,0.01661,7.9887,0.016603,1456019,0,239.39,NaN,NaN,NaN,NaN,NaN
207.78,476.14,-22.496,4.2664e-4,22.513,0.029501,7.5142,0.029498,1456344,0,239.44,NaN,NaN,NaN,NaN,NaN
208.28,464.9,-22.495,9.0625e-5,22.504,0.026974,7.9481,0.026974,1456210,0,239.35,NaN,NaN,NaN,NaN,NaN
208.78,453.65,-22.495,-4.5916e-5,22.495,0.0055746,8.0378,0.0055744,1456013,0,239.23,NaN,NaN,NaN,NaN,NaN
209.28,442.4,-22.49,3.4908e-4,22.495,0.0026506,8.08,0.0026275,1456449,0,239.32,NaN,NaN,NaN,NaN,NaN
209.78,431.16,-22.485,2.7869e-4,22.492,0.013555,7.862,0.013552,1456619,0,239.33,NaN,NaN,NaN,NaN,NaN
210.28,419.92,-22.483,1.5556e-4,22.486,0.0072726,7.7451,0.0072709,1456641,0,239.28,NaN,NaN,NaN,NaN,NaN
210.78,408.68,-22.454,0.0017517,22.517,0.055034,6.8602,0.055006,1459040,0,240.02,NaN,NaN,NaN,NaN,NaN
211.28,397.45,-22.485,-0.0018831,22.455,0.008757,6.7226,0.0085521,1455478,0,238.8,NaN,NaN,NaN,NaN,NaN
211.78,386.21,-22.447,0.0023214,22.512,0.049372,5.9292,0.049318,1459557,0,240.09,NaN,NaN,NaN,NaN,NaN
212.28,374.99,-22.466,-0.0011759,22.463,0.037174,6.527,0.037155,1456792,0,239.12,NaN,NaN,NaN,NaN,NaN
212.78,363.76,-22.439,0.0017115,22.501,0.055863,7.4252,0.055837,1459683,0,240.02,NaN,NaN,NaN,NaN,NaN
213.28,352.53,-22.468,-0.0018429,22.441,0.014988,7.1859,0.014874,1456188,0,238.82,NaN,NaN,NaN,NaN,NaN
213.78,341.31,-22.419,0.0030954,22.515,0.064555,8.2232,0.064481,1461379,0,240.48,NaN,NaN,NaN,NaN,NaN
214.28,330.09,-22.454,-0.0021928,22.438,0.041836,7.5511,0.041778,1456800,0,238.92,NaN,NaN,NaN,NaN,NaN
214.78,318.87,-22.447,4.3039e-4,22.454,0.0066541,7.4443,0.0066401,1458252,0,239.35,NaN,NaN,NaN,NaN,NaN
215.28,307.65,-22.441,3.4381e-4,22.452,0.020713,7.1111,0.02071,1458486,0,239.37,NaN,NaN,NaN,NaN,NaN
215.78,296.43,-22.442,-1.1308e-5,22.442,0.0051648,7.0281,0.0051648,1458238,0,239.24,NaN,NaN,NaN,NaN,NaN
216.28,285.21,-22.422,0.0012267,22.462,0.042324,7.7086,0.042307,1459943,0,239.75,NaN,NaN,NaN,NaN,NaN
216.78,273.99,-22.439,-0.0010796,22.422,0.0040812,7.6453,0.0039358,1457764,0,238.98,NaN,NaN,NaN,NaN,NaN
217.28,262.78,-22.413,0.0016217,22.458,0.040759,6.9902,0.040726,1460489,0,239.83,NaN,NaN,NaN,NaN,NaN
217.78,251.57,-22.431,-0.0011358,22.414,0.010689,6.8192,0.010628,1458072,0,238.98,NaN,NaN,NaN,NaN,NaN
218.28,240.36,-22.414,0.0010791,22.438,0.024864,6.4196,0.024841,1.46e6,0,239.57,NaN,NaN,NaN,NaN,NaN
218.78,229.15,-22.414,4.779e-7,22.424,0.029554,6.895,0.029554,1459495,0,239.35,NaN,NaN,NaN,NaN,NaN
219.28,217.94,-22.415,-6.6084e-5,22.415,0.0082866,7.0283,0.0082863,1459305,0,239.24,NaN,NaN,NaN,NaN,NaN
219.78,206.74,-22.407,4.8796e-4,22.419,0.017659,7.3123,0.017652,1.46e6,0,239.4,NaN,NaN,NaN,NaN,NaN
220.28,195.53,-22.408,-1.9544e-5,22.408,0.0050207,7.2315,0.0050206,1459632,0,239.24,NaN,NaN,NaN,NaN,NaN
220.78,184.33,-22.396,7.5246e-4,22.417,0.02893,7.6968,0.028921,1460649,0,239.52,NaN,NaN,NaN,NaN,NaN
221.28,173.14,-22.388,4.901e-4,22.416,0.042525,7.0127,0.042522,1460962,0,239.58,NaN,NaN,NaN,NaN,NaN
221.78,161.94,-22.4,-7.7273e-4,22.388,0.0038139,7.0728,0.0037348,1459543,0,239.06,NaN,NaN,NaN,NaN,NaN
222.28,150.75,-22.369,0.0019602,22.429,0.050937,7.8916,0.050899,1462636,0,240.02,NaN,NaN,NaN,NaN,NaN
222.78,139.56,-22.398,-0.0018106,22.369,0.0018241,7.888,2.2193e-4,1459086,0,238.81,NaN,NaN,NaN,NaN,NaN
223.28,128.36,-22.375,0.0014162,22.404,0.024337,7.4972,0.024296,1461813,0,239.65,NaN,NaN,NaN,NaN,NaN
223.78,117.18,-22.374,6.4961e-5,22.389,0.035913,6.9194,0.035913,1461237,0,239.41,NaN,NaN,NaN,NaN,NaN
224.28,105.99,-22.379,-3.314e-4,22.374,0.0035986,6.9771,0.0035833,1460638,0,239.17,NaN,NaN,NaN,NaN,NaN
224.78,94.801,-22.371,5.3364e-4,22.381,0.010992,7.1537,0.010979,1461464,0,239.39,NaN,NaN,NaN,NaN,NaN
225.28,83.617,-22.367,2.2686e-4,22.375,0.019221,7.4629,0.01922,1461485,0,239.34,NaN,NaN,NaN,NaN,NaN
225.78,72.434,-22.366,5.455e-5,22.367,0.0032373,7.4108,0.0032369,1461379,0,239.26,NaN,NaN,NaN,NaN,NaN
226.28,61.252,-22.359,4.1616e-4,22.369,0.014855,7.6497,0.014849,1461875,0,239.37,NaN,NaN,NaN,NaN,NaN
226.78,50.083,-22.318,0.0025596,22.416,0.071288,6.5036,0.071242,1465357,0,240.46,NaN,NaN,NaN,NaN,NaN
227.28,38.915,-22.353,-0.0021881,22.343,0.047254,7.263,0.047203,1461017,0,238.99,NaN,NaN,NaN,NaN,NaN
227.78,27.74,-22.347,4.1927e-4,22.359,0.022205,7.6201,0.022201,1462438,0,239.41,NaN,NaN,NaN,NaN,NaN
228.28,16.571,-22.329,0.0010949,22.373,0.048977,6.8324,0.048965,1463776,0,239.8,NaN,NaN,NaN,NaN,NaN
228.78,5.4084,-22.321,4.7997e-4,22.37,0.060367,7.8035,0.060365,1463944,0,239.8,NaN,NaN,NaN,NaN,NaN
# Event GROUND_HIT occurred at t=229.28 seconds
# Event SIMULATION_END occurred at t=229.28 seconds
229.28,-5.7589,-22.348,-0.0016466,22.322,0.010149,7.9646,0.010014,1461239,0,238.87,NaN,NaN,NaN,NaN,NaN
